ID,is_lens,Einstein_area,numb_pix_lensed_image,flux_lensed_image_in_sigma
100819,0,1.48E-11,0,0
100820,0,2.55E-11,0,0
100821,0,3.01E-10,0,0
100822,0,3.15E-10,0,0
100823,1,2.85E-10,53,67.4133
100824,1,8.72E-11,230,480.569
100825,1,2.55E-11,116,393.283
100826,0,1.68E-09,0,0
100827,0,9.53E-11,0,0
100828,0,1.54E-11,0,0
100829,0,1.43E-09,0,0
100830,0,2.22E-10,0,0
100831,1,1.14E-11,0,0
100832,0,2.58E-10,0,0
100833,0,9.75E-12,0,0
100834,1,7.05E-11,128,176.392
100835,0,1.00E-09,0,0
100836,0,2.03E-09,0,0
100837,1,4.77E-10,337,774.058
100838,0,5.25E-11,0,0
100839,1,1.39E-11,152,462.238
100840,0,2.55E-11,0,0
100841,1,2.43E-09,66,97.4687
100842,0,1.85E-11,0,0
100843,1,7.08E-11,13,14.1321
100844,0,1.92E-09,0,0
100845,0,6.48E-10,0,0
100846,0,8.54E-10,0,0
100847,1,3.77E-11,176,324.27
100848,0,9.66E-10,0,0
100849,0,1.28E-09,0,0
100850,1,1.03E-10,50,101.822
100851,1,7.46E-10,148,424.485
100852,0,5.34E-10,0,0
100853,1,7.04E-10,349,571.521
100854,0,1.88E-10,0,0
100855,1,4.03E-11,110,263.94
100856,1,5.62E-10,242,310.382
100857,1,5.73E-11,179,574.773
100858,0,4.48E-11,0,0
100859,1,8.72E-12,84,335.017
100860,1,1.80E-10,12,13.1679
100861,0,5.94E-11,0,0
100862,0,4.13E-10,0,0
100863,0,9.17E-11,0,0
100864,0,1.30E-09,0,0
100865,0,2.45E-11,0,0
100866,1,4.05E-10,0,0
100867,1,9.55E-10,410,815.334
100868,1,2.85E-10,337,635.058
100869,1,5.93E-11,174,482.386
100870,0,7.26E-10,0,0
100871,1,8.47E-11,250,824.351
100872,1,7.60E-11,0,0
100873,0,1.18E-10,0,0
100874,0,1.56E-11,0,0
100875,0,1.57E-10,0,0
100876,1,1.68E-09,36,52.9865
100877,0,4.40E-10,0,0
100878,1,2.29E-10,245,384.427
100879,0,2.74E-11,0,0
100880,1,4.31E-10,558,1634
100881,0,3.07E-11,0,0
100882,1,3.98E-11,199,583.27
100883,0,1.92E-10,0,0
100884,0,9.32E-11,0,0
100885,1,8.63E-10,11,18.4011
100886,0,6.11E-10,0,0
100887,0,1.73E-11,0,0
100888,1,1.11E-11,13,21.7673
100889,0,1.88E-10,0,0
100890,1,2.40E-09,34,37.623
100891,0,3.47E-11,0,0
100892,0,1.16E-09,0,0
100893,0,2.43E-10,0,0
100894,1,5.14E-11,163,211.109
100895,0,6.85E-12,0,0
100896,0,3.96E-11,0,0
100897,0,6.62E-10,0,0
100898,0,2.15E-11,0,0
100899,0,2.09E-09,0,0
100900,1,5.56E-11,149,297.785
100901,0,4.13E-10,0,0
100902,0,8.20E-12,0,0
100903,1,4.06E-11,2,2.04308
100904,1,2.15E-11,171,339.635
100905,1,8.72E-12,84,228.587
100906,0,1.06E-11,0,0
100907,0,1.19E-10,0,0
100908,1,1.94E-09,29,46.7306
100909,1,2.85E-09,299,1508.75
100910,0,5.28E-10,0,0
100911,0,1.07E-10,0,0
100912,1,1.15E-10,377,2314.57
100913,1,9.43E-11,31,34.3434
100914,1,5.25E-11,36,72.4951
100915,0,7.34E-11,0,0
100916,1,1.88E-11,94,398.489
100917,0,7.08E-10,0,0
100918,1,2.73E-09,2846,12570.8
100919,0,2.04E-10,0,0
100920,1,1.35E-11,118,202.703
100921,0,2.09E-10,0,0
100922,1,7.11E-11,194,359.778
100923,0,4.13E-10,0,0
100924,1,6.54E-10,61,90.8744
100925,1,2.63E-11,66,175.573
100926,0,8.71E-10,0,0
100927,1,4.12E-11,332,804.378
100928,1,1.47E-10,52,164.794
100929,1,1.84E-10,799,46968.3
100930,1,1.37E-10,42,57.2291
100931,0,1.72E-09,0,0
100932,1,1.74E-10,196,326.635
100933,0,1.36E-10,0,0
100934,0,1.18E-09,0,0
100935,1,2.73E-09,2845,12607.6
100936,0,3.26E-11,0,0
100937,0,8.28E-10,0,0
100938,1,8.09E-12,36,49.3313
100939,0,9.87E-11,0,0
100940,1,8.41E-12,54,101.689
100941,1,7.58E-11,143,168.562
100942,0,2.23E-09,0,0
100943,0,9.86E-12,0,0
100944,1,7.47E-12,242,4616.15
100945,1,2.14E-09,928,2431.95
100946,1,1.15E-09,20,22.45
100947,0,1.36E-11,0,0
100948,1,2.22E-11,172,1110.14
100949,1,2.03E-09,656,1320.48
100950,0,8.25E-10,0,0
100951,0,2.06E-10,0,0
100952,1,1.35E-11,156,1278.97
100953,1,6.33E-11,311,2589.11
100954,1,1.12E-09,17,19.8616
100955,0,2.00E-09,0,0
100956,1,6.70E-11,200,362.258
100957,0,4.75E-11,0,0
100958,0,1.91E-09,0,0
100959,1,9.75E-11,220,565.778
100960,0,2.98E-11,0,0
100961,1,1.49E-11,153,336.266
100962,0,1.82E-09,0,0
100963,0,8.92E-12,0,0
100964,0,2.32E-11,0,0
100965,1,2.75E-10,147,188.33
100966,0,3.64E-11,0,0
100967,0,8.51E-12,0,0
100968,1,9.45E-11,15,21.8004
100969,0,5.34E-11,0,0
100970,0,3.35E-10,0,0
100971,0,8.31E-10,0,0
100972,0,5.83E-10,0,0
100973,1,1.86E-09,30,58.2872
100974,1,3.75E-11,506,1139.97
100975,1,6.20E-10,29,41.8061
100976,0,1.04E-11,0,0
100977,1,1.37E-10,536,1268.08
100978,0,3.72E-11,0,0
100979,1,2.49E-09,1033,2611.54
100980,0,8.87E-10,0,0
100981,1,9.37E-10,682,2162.3
100982,0,8.66E-11,0,0
100983,0,7.22E-11,0,0
100984,1,2.24E-09,18,24.0463
100985,0,8.53E-10,0,0
100986,1,2.24E-09,204,633.928
100987,1,3.74E-11,156,491.527
100988,1,1.18E-10,182,453.914
100989,1,1.20E-11,40,93.9419
100990,0,1.08E-11,0,0
100991,0,1.37E-09,0,0
100992,1,1.31E-10,400,2247.56
100993,0,1.89E-09,0,0
100994,0,2.47E-11,0,0
100995,1,3.40E-11,131,257.761
100996,0,3.61E-11,0,0
100997,0,2.16E-11,0,0
100998,1,2.20E-11,122,386.266
100999,1,2.03E-09,15,20.4374
101000,0,1.99E-09,0,0
101001,0,1.47E-09,0,0
101002,0,9.83E-10,0,0
101003,0,1.42E-10,0,0
101004,0,6.58E-10,0,0
101005,0,2.51E-11,0,0
101006,0,1.07E-09,0,0
101007,1,7.25E-11,316,884.967
101008,1,8.37E-11,348,2307
101009,0,7.99E-11,0,0
101010,1,1.22E-11,0,0
101011,0,6.53E-10,0,0
101012,0,1.58E-11,0,0
101013,1,1.49E-11,78,233.57
101014,0,1.09E-11,0,0
101015,0,3.17E-11,0,0
101016,1,2.90E-10,938,16744.6
101017,0,2.04E-10,0,0
101018,0,3.32E-10,0,0
101019,1,1.48E-10,257,685.177
101020,0,1.73E-10,0,0
101021,0,7.32E-10,0,0
101022,0,6.75E-12,0,0
101023,0,5.61E-11,0,0
101024,0,4.14E-11,0,0
101025,1,3.21E-11,176,873.105
101026,0,7.37E-11,0,0
101027,1,2.07E-09,1734,5276.82
101028,0,1.87E-10,0,0
101029,1,9.21E-10,17,25.3284
101030,0,1.08E-11,0,0
101031,0,3.03E-11,0,0
101032,1,2.19E-11,89,205.11
101033,1,6.16E-10,2,2.20184
101034,0,5.04E-11,0,0
101035,0,7.48E-11,0,0
101036,0,2.00E-09,0,0
101037,0,2.05E-11,0,0
101038,0,8.77E-11,0,0
101039,1,4.16E-11,172,503.244
101040,0,1.59E-11,0,0
101041,0,1.32E-10,0,0
101042,0,8.53E-11,0,0
101043,1,1.94E-11,280,1065.43
101044,1,3.76E-11,42,87.5729
101045,0,2.09E-09,0,0
101046,0,1.08E-10,0,0
101047,0,6.62E-10,0,0
101048,0,1.43E-10,0,0
101049,0,1.21E-09,0,0
101050,1,1.11E-10,254,811.184
101051,0,2.68E-10,0,0
101052,1,1.76E-10,55,66.8891
101053,0,1.07E-11,0,0
101054,1,1.18E-09,234,557.907
101055,1,9.21E-10,9,10.3552
101056,0,9.55E-12,0,0
101057,0,4.11E-10,0,0
101058,1,7.52E-10,1336,4345.58
101059,1,2.82E-10,731,2461.08
101060,0,1.92E-10,0,0
101061,0,4.49E-11,0,0
101062,1,8.18E-10,0,0
101063,0,8.25E-10,0,0
101064,0,7.35E-11,0,0
101065,0,5.86E-10,0,0
101066,0,1.26E-09,0,0
101067,0,6.01E-11,0,0
101068,1,2.60E-10,146,263.73
101069,0,1.31E-10,0,0
101070,1,2.77E-11,109,316.76
101071,1,1.31E-10,464,3032.88
101072,1,5.44E-11,154,302.577
101073,0,3.08E-11,0,0
101074,1,1.69E-10,197,300.307
101075,0,1.43E-10,0,0
101076,0,1.63E-11,0,0
101077,0,8.51E-11,0,0
101078,0,2.19E-10,0,0
101079,1,1.68E-10,502,1025.25
101080,0,1.37E-09,0,0
101081,0,7.93E-11,0,0
101082,0,1.58E-11,0,0
101083,0,8.59E-10,0,0
101084,1,1.94E-09,44,75.8423
101085,0,6.19E-10,0,0
101086,0,1.87E-11,0,0
101087,1,8.30E-10,517,995.595
101088,1,1.18E-10,126,237.197
101089,1,1.78E-10,292,950.044
101090,0,1.95E-11,0,0
101091,0,2.29E-10,0,0
101092,1,8.70E-10,0,0
101093,1,6.85E-12,264,999.137
101094,0,4.08E-11,0,0
101095,0,1.26E-11,0,0
101096,0,1.55E-10,0,0
101097,0,1.13E-10,0,0
101098,1,4.29E-10,629,2672.05
101099,0,1.74E-11,0,0
101100,1,7.47E-12,21,29.0837
101101,1,1.24E-10,139,210.676
101102,0,6.81E-11,0,0
101103,0,5.12E-11,0,0
101104,1,1.49E-11,126,472.919
101105,0,3.06E-10,0,0
101106,1,4.10E-11,136,583.9
101107,1,1.03E-09,41,76.0283
101108,0,8.09E-12,0,0
101109,1,3.22E-11,106,324.866
101110,0,1.11E-09,0,0
101111,1,1.85E-09,20,31.0761
101112,0,3.26E-11,0,0
101113,0,8.73E-11,0,0
101114,0,7.68E-12,0,0
101115,1,2.49E-09,2913,20699.1
101116,0,2.98E-11,0,0
101117,0,4.80E-10,0,0
101118,1,1.56E-11,29,36.5097
101119,0,1.09E-10,0,0
101120,1,2.29E-09,1657,3321.37
101121,0,5.56E-11,0,0
101122,0,5.31E-11,0,0
101123,0,8.88E-10,0,0
101124,1,4.01E-11,53,165.92
101125,0,3.26E-11,0,0
101126,1,3.82E-11,141,199.273
101127,0,8.69E-10,0,0
101128,0,8.09E-10,0,0
101129,0,1.20E-10,0,0
101130,1,1.50E-10,431,10111.8
101131,0,2.41E-09,0,0
101132,0,1.12E-09,0,0
101133,0,1.42E-10,0,0
101134,0,7.50E-10,0,0
101135,1,3.27E-10,372,900.555
101136,1,2.38E-11,83,107.709
101137,1,1.40E-09,18,30.2036
101138,0,1.20E-11,0,0
101139,1,1.85E-11,119,469.475
101140,1,1.20E-09,0,0
101141,0,1.86E-09,0,0
101142,1,3.90E-11,341,6240.67
101143,0,1.33E-11,0,0
101144,1,1.21E-11,49,80.7729
101145,0,3.56E-10,0,0
101146,1,9.99E-10,77,115.34
101147,0,4.59E-11,0,0
101148,1,8.87E-10,187,1209.53
101149,0,1.43E-10,0,0
101150,0,1.04E-09,0,0
101151,0,9.60E-10,0,0
101152,0,1.02E-10,0,0
101153,1,3.08E-11,152,571.931
101154,0,4.16E-11,0,0
101155,1,8.92E-12,54,90.5333
101156,1,1.84E-09,115,165.15
101157,1,1.92E-10,487,1110.75
101158,0,1.55E-11,0,0
101159,1,1.74E-10,127,269.153
101160,1,6.56E-11,35,55.0924
101161,0,5.45E-10,0,0
101162,0,1.21E-10,0,0
101163,1,2.46E-11,14,20.5391
101164,0,1.43E-09,0,0
101165,0,1.05E-10,0,0
101166,1,6.11E-10,83,171.229
101167,0,4.02E-11,0,0
101168,1,1.19E-11,162,788.145
101169,0,2.74E-11,0,0
101170,0,1.61E-10,0,0
101171,1,8.34E-11,329,1838.53
101172,0,3.02E-10,0,0
101173,0,1.16E-09,0,0
101174,0,1.82E-10,0,0
101175,1,8.79E-10,758,2467.45
101176,0,3.40E-10,0,0
101177,0,1.94E-09,0,0
101178,0,1.85E-09,0,0
101179,0,3.52E-11,0,0
101180,0,4.44E-11,0,0
101181,1,5.00E-11,169,466.683
101182,1,4.44E-11,205,1167.4
101183,0,1.09E-09,0,0
101184,0,3.91E-11,0,0
101185,0,3.61E-11,0,0
101186,1,8.87E-10,22,31.2568
101187,0,1.78E-10,0,0
101188,0,2.29E-09,0,0
101189,0,4.22E-11,0,0
101190,0,4.67E-10,0,0
101191,0,1.29E-11,0,0
101192,0,8.20E-10,0,0
101193,0,1.69E-11,0,0
101194,0,1.49E-11,0,0
101195,0,3.57E-11,0,0
101196,0,3.96E-11,0,0
101197,0,3.42E-11,0,0
101198,0,3.96E-10,0,0
101199,0,4.49E-11,0,0
101200,1,1.23E-10,374,1907.81
101201,0,1.37E-09,0,0
101202,0,2.69E-11,0,0
101203,0,1.02E-11,0,0
101204,1,2.58E-10,420,1501.8
101205,0,4.40E-10,0,0
101206,0,2.51E-10,0,0
101207,0,1.13E-09,0,0
101208,1,3.05E-11,38,56.9715
101209,0,2.56E-11,0,0
101210,0,1.01E-10,0,0
101211,0,1.61E-11,0,0
101212,1,8.20E-10,8,9.87423
101213,1,2.08E-09,2624,104318
101214,0,5.27E-10,0,0
101215,0,4.46E-10,0,0
101216,1,2.96E-10,17,29.4143
101217,0,1.50E-11,0,0
101218,1,7.51E-11,0,0
101219,1,9.34E-12,161,394.597
101220,1,1.38E-09,8,8.2269
101221,0,7.07E-11,0,0
101222,0,1.90E-09,0,0
101223,0,2.01E-11,0,0
101224,0,1.84E-09,0,0
101225,0,7.99E-12,0,0
101226,0,9.36E-10,0,0
101227,1,3.17E-11,271,1921.8
101228,1,1.39E-09,25,46.2657
101229,0,1.58E-11,0,0
101230,0,1.33E-11,0,0
101231,1,2.44E-10,0,0
101232,1,5.19E-11,0,0
101233,1,2.31E-11,147,258.495
101234,1,1.93E-11,383,34089.2
101235,1,1.26E-10,379,1389.9
101236,0,9.75E-12,0,0
101237,1,1.35E-10,370,1253.23
101238,1,9.86E-10,173,233.534
101239,0,5.10E-10,0,0
101240,0,9.65E-12,0,0
101241,0,7.26E-12,0,0
101242,1,6.43E-11,251,1274.02
101243,1,2.68E-11,92,225.651
101244,0,1.71E-11,0,0
101245,0,2.26E-09,0,0
101246,0,1.06E-11,0,0
101247,0,7.88E-11,0,0
101248,1,9.21E-10,20,25.7031
101249,0,1.10E-10,0,0
101250,1,2.03E-09,412,878.958
101251,0,1.08E-09,0,0
101252,0,1.05E-11,0,0
101253,0,7.10E-11,0,0
101254,0,2.31E-10,0,0
101255,1,1.29E-11,142,889.454
101256,1,1.51E-10,102,255.99
101257,1,1.02E-11,216,5144.44
101258,0,4.09E-11,0,0
101259,1,1.41E-09,0,0
101260,1,1.33E-11,198,363.723
101261,0,2.32E-11,0,0
101262,1,2.43E-11,226,1854.57
101263,1,1.08E-11,85,183.549
101264,0,1.65E-10,0,0
101265,0,7.70E-10,0,0
101266,1,2.68E-11,248,727.383
101267,1,1.38E-10,21,25.1529
101268,0,7.37E-11,0,0
101269,1,7.80E-11,140,271.499
101270,1,4.85E-10,532,1544.73
101271,0,3.01E-11,0,0
101272,1,9.24E-12,42,90.0026
101273,0,5.26E-10,0,0
101274,1,8.74E-10,580,1343.85
101275,0,7.51E-10,0,0
101276,1,2.49E-10,502,1632.51
101277,1,1.86E-09,20,26.6351
101278,0,1.70E-10,0,0
101279,0,9.21E-10,0,0
101280,1,2.60E-10,658,1616.81
101281,1,1.08E-09,789,5459.81
101282,1,2.66E-10,238,583.37
101283,0,3.38E-11,0,0
101284,0,8.92E-12,0,0
101285,0,5.31E-10,0,0
101286,1,9.21E-11,61,96.5578
101287,0,1.67E-10,0,0
101288,0,2.02E-09,0,0
101289,1,1.41E-11,56,94.0732
101290,0,1.55E-10,0,0
101291,0,8.85E-11,0,0
101292,1,1.32E-09,48,56.8753
101293,1,1.90E-11,56,84.1677
101294,0,2.69E-11,0,0
101295,0,2.63E-09,0,0
101296,0,1.23E-10,0,0
101297,0,2.48E-10,0,0
101298,1,1.37E-09,29,53.9017
101299,0,2.42E-10,0,0
101300,1,3.47E-11,537,2034.33
101301,0,1.44E-11,0,0
101302,0,1.85E-09,0,0
101303,0,9.37E-11,0,0
101304,1,1.13E-11,29,41.9287
101305,0,7.62E-10,0,0
101306,1,1.76E-11,269,10975.4
101307,0,2.41E-09,0,0
101308,0,2.15E-11,0,0
101309,0,2.03E-11,0,0
101310,0,2.51E-10,0,0
101311,0,9.35E-10,0,0
101312,0,1.49E-11,0,0
101313,0,1.34E-11,0,0
101314,0,1.39E-10,0,0
101315,0,7.67E-10,0,0
101316,0,8.22E-11,0,0
101317,0,1.71E-11,0,0
101318,0,8.80E-10,0,0
101319,0,6.95E-12,0,0
101320,0,2.83E-11,0,0
101321,0,9.96E-11,0,0
101322,0,6.17E-10,0,0
101323,0,1.88E-09,0,0
101324,0,8.04E-11,0,0
101325,1,9.46E-10,557,1131.71
101326,0,6.22E-11,0,0
101327,1,1.09E-09,114,179.264
101328,0,2.20E-11,0,0
101329,0,9.38E-10,0,0
101330,0,2.24E-09,0,0
101331,1,1.08E-09,1077,5246.8
101332,1,1.33E-11,0,0
101333,1,2.84E-10,497,1953.32
101334,1,8.65E-10,13,20.4658
101335,1,4.04E-11,172,325.306
101336,0,1.56E-09,0,0
101337,1,1.94E-09,6,6.88187
101338,0,8.84E-10,0,0
101339,0,1.10E-10,0,0
101340,0,2.36E-10,0,0
101341,1,3.14E-10,18,26.7711
101342,1,5.89E-10,481,1171.83
101343,1,4.28E-11,89,164.731
101344,0,2.62E-10,0,0
101345,1,1.19E-11,188,625.774
101346,1,6.85E-12,66,136.121
101347,0,9.94E-11,0,0
101348,0,1.19E-10,0,0
101349,1,7.40E-11,138,219.266
101350,0,1.21E-10,0,0
101351,0,3.34E-10,0,0
101352,1,9.70E-10,298,510.074
101353,0,2.09E-09,0,0
101354,1,2.16E-09,735,1876.82
101355,1,8.26E-11,305,1122.27
101356,0,5.00E-11,0,0
101357,1,2.13E-10,49,88.3738
101358,0,1.73E-11,0,0
101359,0,4.80E-10,0,0
101360,0,1.13E-10,0,0
101361,0,6.64E-11,0,0
101362,0,1.20E-09,0,0
101363,0,7.03E-11,0,0
101364,0,1.21E-09,0,0
101365,1,2.03E-11,91,183.766
101366,0,8.74E-10,0,0
101367,0,2.27E-09,0,0
101368,1,8.58E-10,55,124.249
101369,1,2.03E-09,436,1052.86
101370,1,7.13E-11,73,113.448
101371,1,2.80E-11,105,301.17
101372,0,1.25E-10,0,0
101373,1,2.07E-11,40,90.6243
101374,1,3.33E-11,0,0
101375,0,9.24E-12,0,0
101376,1,4.85E-11,175,398.96
101377,0,2.33E-10,0,0
101378,1,1.94E-11,62,100.803
101379,0,2.56E-11,0,0
101380,0,1.43E-10,0,0
101381,0,1.42E-11,0,0
101382,0,1.82E-11,0,0
101383,0,9.79E-10,0,0
101384,0,1.63E-11,0,0
101385,0,3.23E-11,0,0
101386,1,6.58E-11,173,387.952
101387,1,1.18E-10,540,1617.9
101388,1,2.19E-10,19,26.2933
101389,0,1.96E-09,0,0
101390,1,3.52E-11,119,190.952
101391,0,1.04E-10,0,0
101392,1,3.17E-11,116,384.458
101393,0,8.22E-10,0,0
101394,0,6.84E-10,0,0
101395,0,4.18E-11,0,0
101396,1,6.59E-11,209,508.915
101397,0,1.46E-10,0,0
101398,0,2.37E-09,0,0
101399,1,1.80E-10,519,1041.92
101400,0,2.06E-09,0,0
101401,0,1.42E-10,0,0
101402,1,1.74E-11,105,340.912
101403,0,1.15E-10,0,0
101404,0,9.65E-11,0,0
101405,0,2.45E-11,0,0
101406,1,1.83E-09,41,55.617
101407,0,1.27E-11,0,0
101408,0,1.26E-10,0,0
101409,0,7.16E-10,0,0
101410,0,9.58E-11,0,0
101411,1,6.19E-10,56,108.947
101412,1,2.86E-09,2110,16705.3
101413,0,9.55E-11,0,0
101414,1,5.40E-11,51,183.523
101415,0,1.90E-11,0,0
101416,1,2.66E-10,975,5153.03
101417,0,9.36E-10,0,0
101418,0,2.00E-09,0,0
101419,1,3.25E-11,126,491.074
101420,1,1.04E-11,85,110.197
101421,0,1.23E-09,0,0
101422,1,5.46E-11,201,906.319
101423,0,2.28E-11,0,0
101424,1,1.78E-10,654,3478.02
101425,1,2.44E-10,153,204.405
101426,0,1.05E-10,0,0
101427,0,6.07E-11,0,0
101428,0,6.41E-10,0,0
101429,1,7.68E-12,28,48.3087
101430,1,8.99E-11,18,18.4238
101431,0,8.92E-12,0,0
101432,0,3.35E-11,0,0
101433,0,3.34E-10,0,0
101434,0,2.47E-10,0,0
101435,0,1.12E-11,0,0
101436,1,1.22E-09,71,136.87
101437,0,9.21E-10,0,0
101438,1,1.82E-10,257,471.127
101439,0,1.79E-09,0,0
101440,1,5.52E-11,165,347.378
101441,1,9.03E-11,16,18.007
101442,0,1.33E-10,0,0
101443,1,1.62E-10,489,2541.86
101444,0,1.01E-11,0,0
101445,0,1.81E-11,0,0
101446,1,1.06E-11,66,156.254
101447,0,1.47E-09,0,0
101448,0,7.12E-11,0,0
101449,0,4.17E-11,0,0
101450,0,4.42E-11,0,0
101451,0,9.21E-10,0,0
101452,1,1.86E-09,323,970.619
101453,1,2.23E-09,251,499.599
101454,1,1.14E-10,128,180.439
101455,0,1.23E-11,0,0
101456,0,7.37E-12,0,0
101457,1,1.31E-09,94,163.402
101458,1,8.78E-11,351,1966.86
101459,0,4.85E-11,0,0
101460,1,1.88E-09,56,94.8012
101461,1,7.67E-10,256,548.745
101462,0,9.40E-10,0,0
101463,0,4.75E-10,0,0
101464,0,5.50E-10,0,0
101465,0,2.36E-11,0,0
101466,0,7.95E-11,0,0
101467,0,7.47E-12,0,0
101468,1,8.41E-12,50,75.3637
101469,0,5.06E-10,0,0
101470,1,2.58E-10,13,16.7778
101471,0,1.31E-11,0,0
101472,0,4.94E-11,0,0
101473,0,6.85E-10,0,0
101474,1,1.87E-10,467,2675.11
101475,1,2.42E-11,84,156.56
101476,1,5.26E-11,154,336.337
101477,0,2.34E-09,0,0
101478,1,1.06E-11,40,51.3611
101479,1,3.00E-10,54,73.2722
101480,1,2.80E-09,834,2276.64
101481,0,2.03E-11,0,0
101482,1,3.82E-11,95,144.254
101483,0,7.26E-12,0,0
101484,1,9.23E-10,0,0
101485,0,7.45E-10,0,0
101486,1,2.19E-09,2472,14077.4
101487,0,2.83E-11,0,0
101488,1,5.01E-11,200,946.368
101489,1,2.87E-09,435,803.867
101490,1,3.24E-11,70,83.6727
101491,0,8.17E-10,0,0
101492,0,5.15E-10,0,0
101493,0,2.32E-09,0,0
101494,0,4.58E-11,0,0
101495,1,1.07E-11,21,36.1424
101496,1,1.05E-11,48,65.9251
101497,0,3.93E-11,0,0
101498,0,1.69E-10,0,0
101499,0,9.87E-10,0,0
101500,1,2.34E-09,172,301.536
101501,0,5.84E-11,0,0
101502,0,9.09E-11,0,0
101503,1,5.32E-11,177,483.319
101504,0,2.02E-09,0,0
101505,0,2.24E-09,0,0
101506,1,3.76E-10,0,0
101507,0,1.00E-09,0,0
101508,0,2.24E-11,0,0
101509,1,4.49E-10,31,63.9727
101510,0,1.36E-10,0,0
101511,1,7.77E-11,535,14296.7
101512,0,2.99E-10,0,0
101513,1,3.53E-11,10,11.5441
101514,1,1.43E-11,49,88.1037
101515,0,2.49E-10,0,0
101516,0,2.41E-09,0,0
101517,0,2.32E-09,0,0
101518,0,7.95E-11,0,0
101519,1,1.68E-10,16,20.6899
101520,1,1.42E-10,125,172.52
101521,0,3.36E-10,0,0
101522,0,2.27E-11,0,0
101523,1,5.31E-11,186,405.566
101524,1,3.46E-11,152,641.15
101525,0,7.06E-12,0,0
101526,0,3.23E-11,0,0
101527,0,4.68E-11,0,0
101528,0,3.40E-10,0,0
101529,0,8.13E-11,0,0
101530,0,8.17E-10,0,0
101531,1,5.12E-11,39,60.7374
101532,0,3.69E-10,0,0
101533,1,5.06E-11,300,853.165
101534,0,7.58E-12,0,0
101535,0,2.59E-10,0,0
101536,0,1.44E-09,0,0
101537,0,4.28E-11,0,0
101538,0,7.26E-12,0,0
101539,0,5.46E-10,0,0
101540,0,1.26E-11,0,0
101541,0,1.01E-10,0,0
101542,0,1.31E-10,0,0
101543,1,6.81E-11,165,335.593
101544,0,2.22E-11,0,0
101545,0,1.65E-11,0,0
101546,1,1.60E-11,102,271.48
101547,1,2.84E-10,347,584.509
101548,1,1.46E-11,84,233.313
101549,1,2.00E-09,190,552.066
101550,0,4.72E-11,0,0
101551,0,2.28E-09,0,0
101552,0,2.51E-10,0,0
101553,0,1.20E-09,0,0
101554,0,2.09E-09,0,0
101555,1,1.08E-11,117,315.714
101556,0,4.39E-11,0,0
101557,0,3.06E-10,0,0
101558,1,5.25E-10,23,34.2885
101559,1,2.29E-11,0,0
101560,1,2.17E-09,1943,11855.5
101561,1,8.52E-10,575,1643.23
101562,0,2.06E-10,0,0
101563,1,5.84E-10,13,18.1222
101564,1,5.30E-11,278,1121.83
101565,0,8.36E-10,0,0
101566,0,1.39E-10,0,0
101567,0,2.34E-10,0,0
101568,1,9.75E-12,16,25.3819
101569,0,2.17E-09,0,0
101570,1,5.53E-11,63,103.59
101571,1,8.08E-10,47,83.9479
101572,0,3.17E-11,0,0
101573,0,1.86E-09,0,0
101574,0,3.23E-11,0,0
101575,0,1.39E-09,0,0
101576,0,1.30E-10,0,0
101577,0,5.18E-11,0,0
101578,0,5.23E-10,0,0
101579,1,2.40E-09,2091,17056.4
101580,1,5.80E-11,35,52.9671
101581,0,8.51E-10,0,0
101582,0,7.64E-11,0,0
101583,1,1.16E-10,247,499.781
101584,0,1.99E-09,0,0
101585,1,3.23E-11,214,1755.29
101586,1,1.03E-10,254,669.962
101587,0,8.42E-10,0,0
101588,0,2.13E-11,0,0
101589,0,4.98E-10,0,0
101590,1,3.28E-11,160,248.722
101591,1,9.03E-12,101,438.129
101592,0,3.38E-10,0,0
101593,0,1.42E-09,0,0
101594,1,4.84E-10,21,30.623
101595,1,2.11E-09,462,11412.2
101596,0,1.43E-10,0,0
101597,0,8.52E-10,0,0
101598,1,1.48E-10,803,5369.36
101599,0,1.45E-10,0,0
101600,1,2.84E-11,349,813.221
101601,1,1.73E-11,76,254.496
101602,0,2.43E-11,0,0
101603,1,1.59E-11,121,393.272
101604,0,1.14E-10,0,0
101605,0,3.88E-10,0,0
101606,0,5.02E-11,0,0
101607,1,4.64E-11,0,0
101608,0,1.70E-11,0,0
101609,1,7.23E-11,60,74.0463
101610,1,1.26E-11,133,365.957
101611,0,1.99E-09,0,0
101612,0,1.04E-09,0,0
101613,0,5.15E-10,0,0
101614,0,1.05E-11,0,0
101615,0,8.82E-12,0,0
101616,1,2.15E-09,44,127.5
101617,0,1.44E-09,0,0
101618,0,2.64E-11,0,0
101619,0,4.14E-10,0,0
101620,1,1.46E-11,85,213.082
101621,0,6.56E-11,0,0
101622,1,2.85E-10,0,0
101623,0,1.86E-09,0,0
101624,0,1.16E-11,0,0
101625,0,3.26E-11,0,0
101626,1,7.44E-10,0,0
101627,0,2.33E-09,0,0
101628,0,9.88E-11,0,0
101629,0,4.24E-11,0,0
101630,1,6.78E-11,209,354.337
101631,1,1.08E-11,111,320.022
101632,0,7.06E-11,0,0
101633,0,2.38E-09,0,0
101634,0,2.19E-11,0,0
101635,1,2.00E-11,344,8510.18
101636,0,1.67E-09,0,0
101637,1,8.17E-10,6,6.50646
101638,0,2.74E-11,0,0
101639,0,5.17E-10,0,0
101640,1,7.95E-11,0,0
101641,0,3.44E-10,0,0
